RespNum,sys_InternalRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,quota,consent_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,comments,sys_RespStatus,sys_DispositionCode,sys_CBCVersion_CBC,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,SUVbuyer,shanghai,shenzhen,chengdu
363,486478,2012-7-28 05:34,2012-7-28 05:43,496,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,1,2,1,2,2,3,3,3,2,1,2,3,3,5,5,3,5,4,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,3,14,2,12,1,2,43,NA,5,1,2,无,5,NA,758,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.1; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
364,533357,2012-7-28 05:46,2012-7-28 05:56,617,5,1,1,1,3,3,1,20,锐志,2,7,10,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,1,2,1,2,1,2,3,1,3,1,3,2,4,5,5,2,4,3,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,14,8,4,1,15,1,5,24,NA,4,3,2,无,5,NA,515,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.1; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
365,480468,2012-7-29 06:14,2012-7-29 06:36,1302,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,1,2,1,2,2,3,3,1,1,3,2,4,4,5,5,4,4,4,4,5,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,NA,5,7,19,5,8,1,3,43,NA,5,1,1,无,5,NA,715,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
366,636894,2012-7-29 03:40,2012-7-29 03:50,604,4,1,1,1,1,2,3,1,NA,1,10,16,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,2,2,2,3,3,1,2,2,3,2,2,3,3,5,5,4,4,4,4,5,5,0,0,3,0,5,0,0,3,0,0,0,0,0,0,5,3,1,7,9,3,4,2,3,16,NA,5,2,2,无,5,NA,13,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
367,675781,2012-7-27 06:01,2012-7-27 06:08,445,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,1,2,2,1,2,2,2,3,2,2,4,4,4,4,4,3,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,3,19,7,18,5,2,1,4,29,NA,4,3,2,NA,5,NA,553,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
368,762785,2012-7-28 05:14,2012-7-28 05:22,485,1,1,1,1,2,3,1,2,a4,2,6,15,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,3,1,3,2,2,1,2,2,1,2,3,4,4,5,5,NA,5,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,1,6,19,NA,10,2,3,26,NA,5,2,2,无,5,NA,479,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
369,817504,2012-7-30 05:46,2012-7-30 06:05,1132,1,1,1,1,2,1,1,13,标致,2,5,10,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,1,2,2,3,2,2,2,3,1,1,1,3,4,4,5,4,4,3,4,5,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,3,5,12,15,4,15,1,3,22,NA,4,NA,NA,NA,5,NA,340,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
370,828852,2012-7-28 08:10,2012-7-28 08:22,711,5,1,1,1,1,3,1,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,3,3,3,1,3,2,2,1,3,3,4,4,5,5,3,4,4,4,5,5,0,0,0,0,5,0,2,0,0,0,0,0,3,0,5,1,21,22,27,1,7,1,4,29,NA,4,2,2,无,5,NA,204,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
371,903958,2012-7-29 06:41,2012-7-29 06:55,841,5,1,1,1,1,3,1,1,NA,1,10,16,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,1,3,3,1,2,1,3,2,3,2,4,4,5,5,4,4,4,4,5,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,3,2,5,21,5,9,1,3,33,NA,4,1,2,无,5,NA,875,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
372,910433,2012-7-30 10:26,2012-7-30 10:36,613,2,1,1,1,2,1,3,22,v6,2,5,10,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,1,1,1,3,1,2,3,3,1,3,3,4,5,5,4,4,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,3,0,5,3,2,5,7,3,14,2,3,28,NA,4,2,2,无,5,NA,254,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
373,971186,2012-7-28 08:28,2012-7-28 08:39,674,6,1,1,1,1,3,3,1,NA,1,10,16,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,2,3,2,1,2,3,3,3,3,1,2,3,2,3,4,1,4,4,4,5,5,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,2,1,8,5,5,8,2,3,44,NA,4,1,1,无,5,NA,172,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
374,1042899,2012-7-30 09:07,2012-7-30 09:16,539,3,1,1,1,1,2,1,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,1,2,3,1,3,2,2,1,2,2,1,3,4,5,5,4,3,3,4,5,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,3,2,6,23,5,15,1,3,25,NA,6,2,6,无,5,NA,169,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
375,1184134,2012-7-27 06:55,2012-7-27 07:07,721,4,1,1,1,3,2,3,1,NA,1,10,16,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,1,1,1,3,1,1,2,3,3,2,2,5,5,4,5,5,4,4,3,1,0,0,4,0,0,0,3,0,0,0,0,0,4,0,3,3,9,14,5,13,2,3,22,NA,4,2,2,无,5,NA,607,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
376,1274882,2012-7-29 07:46,2012-7-29 08:06,1199,1,1,1,1,2,2,1,23,f3,2,4,5,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,3,3,1,2,2,3,2,1,2,1,3,4,4,5,5,4,4,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,22,21,5,12,2,3,17,NA,4,2,2,无,5,NA,459,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
377,1291993,2012-7-30 08:43,2012-7-30 08:54,629,6,1,1,1,1,3,3,1,NA,1,10,16,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,3,2,2,2,2,2,1,2,3,3,3,4,5,5,4,4,4,4,5,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,3,3,6,9,4,15,1,3,40,NA,5,2,2,无,5,NA,449,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
378,1583630,2012-7-28 05:36,2012-7-28 05:45,504,5,1,1,1,3,3,1,24,现代,2,9,15,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,3,3,1,1,2,2,3,2,3,5,4,NA,5,4,4,4,4,4,4,0,0,0,4,0,0,0,3,0,0,0,0,0,4,5,3,5,9,19,1,3,2,4,16,NA,2,2,2,无,5,NA,128,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
379,1612630,2012-7-29 02:43,2012-7-29 02:53,594,5,1,1,1,3,3,1,23,f0,2,5,10,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,1,2,2,3,1,2,1,1,3,1,2,3,4,5,5,4,3,3,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,2,6,3,NA,2,3,41,NA,5,1,2,无,5,NA,336,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201,MSIE 7.0,Windows XP,127.0.0.1,1,1,1,0,0
380,530940,2012-7-29 03:12,2012-7-29 03:25,769,3,1,1,1,1,2,1,1,NA,2,10,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,3,2,1,3,2,3,1,2,2,1,1,4,3,5,5,3,5,4,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,20,14,13,5,13,2,3,24,NA,2,2,2,NA,5,NA,287,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
381,576340,2012-7-28 07:15,2012-7-28 07:33,1084,1,1,1,1,2,2,1,57,350,2,5,12,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,2,1,3,1,2,3,1,1,3,3,2,4,5,4,5,5,4,3,3,4,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,2,14,21,4,12,1,3,19,NA,4,2,2,NA,5,NA,234,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
382,673753,2012-7-29 06:08,2012-7-29 06:18,585,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,2,3,3,3,2,2,2,1,2,2,1,3,4,5,5,4,4,4,3,5,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,8,16,13,5,7,1,2,44,200063,4,1,2,NA,5,NA,604,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
383,743350,2012-7-30 10:25,2012-7-30 10:41,976,6,1,1,1,1,3,3,1,NA,1,10,16,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,2,1,3,2,2,1,1,3,2,1,2,4,3,4,5,3,4,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,6,12,4,1,11,2,3,39,NA,4,2,2,NA,5,NA,101,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
384,873276,2012-7-26 06:45,2012-7-26 06:53,455,1,1,1,1,2,2,1,3,NA,2,7,13,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,2,2,1,2,3,2,1,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,704,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
385,926089,2012-7-29 03:39,2012-7-29 03:56,1024,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,2,3,2,2,3,2,2,3,1,2,3,4,4,5,5,5,4,4,3,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,5,22,13,5,10,1,3,27,NA,5,2,2,NA,5,NA,448,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
386,948406,2012-7-30 03:34,2012-7-30 03:48,855,6,1,1,1,1,3,3,1,NA,1,10,16,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,1,2,2,1,1,1,2,2,3,2,4,3,4,5,3,3,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,9,19,8,1,14,2,2,49,NA,4,1,1,NA,5,NA,390,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
387,1096229,2012-7-28 08:03,2012-7-28 08:11,469,6,1,1,1,1,3,3,1,NA,2,10,16,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,2,3,3,2,2,2,3,3,1,3,4,3,3,5,4,5,4,4,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,4,19,5,10,1,4,45,325000,5,1,1,NA,5,NA,290,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
388,1156418,2012-7-29 08:24,2012-7-29 08:32,492,4,1,1,1,1,2,3,1,NA,1,10,16,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,3,1,2,3,1,1,3,3,2,2,2,4,3,5,5,4,4,NA,3,4,3,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,13,9,3,1,13,1,3,42,NA,4,2,2,NA,5,NA,803,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
389,1163395,2012-7-28 06:05,2012-7-28 06:25,1225,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,3,3,2,1,1,2,1,1,3,4,4,5,5,3,3,3,2,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,35,9,24,5,4,1,4,44,NA,2,1,1,NA,5,NA,544,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
390,1212327,2012-7-30 03:20,2012-7-30 03:31,622,1,1,1,1,2,2,1,4,GLK8,2,5,12,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,3,2,2,1,3,1,3,2,2,4,3,4,4,3,3,4,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,7,20,21,5,16,1,1,47,200061,6,1,1,NA,5,NA,265,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
391,1298293,2012-7-27 08:27,2012-7-27 08:39,676,1,1,1,1,2,2,1,2,A4,3,6,11,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,2,1,3,1,1,1,3,1,1,3,2,1,3,4,5,5,4,4,4,3,4,3,1,0,0,0,0,0,2,0,4,0,0,2,3,0,0,1,1,20,2,5,16,1,3,40,NA,6,2,2,NA,5,NA,702,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
392,1369403,2012-7-27 06:19,2012-7-27 06:29,612,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,3,1,1,3,1,2,2,1,1,2,1,3,4,5,5,4,5,3,4,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,1,9,2,5,13,2,5,48,200063,2,1,1,NA,5,NA,266,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
393,1423743,2012-7-28 05:53,2012-7-28 06:03,560,1,1,1,1,2,2,1,4,凯越,3,4,13,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,2,2,1,2,3,2,2,2,2,2,4,3,5,5,2,4,3,5,5,5,1,2,0,0,0,0,0,0,4,0,0,0,0,0,5,1,3,1,2,1,14,1,4,43,200333,5,3,2,NA,5,NA,847,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
394,1534134,2012-7-29 07:24,2012-7-29 07:45,1250,3,1,1,1,1,2,1,1,NA,1,10,16,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,1,2,3,1,1,2,3,1,1,3,3,1,3,4,4,5,4,4,4,3,5,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,1,20,14,1,12,2,2,40,NA,5,1,1,NA,5,NA,3,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
395,1536826,2012-7-27 02:45,2012-7-27 03:00,849,4,1,1,1,3,2,3,34,风行,2,10,16,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,3,3,1,3,2,1,2,2,2,2,3,3,4,5,4,4,2,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,13,20,8,5,6,2,2,42,NA,5,1,2,NA,5,NA,426,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
