X.sys_SequentialRespondentNumber,compcode,workerid,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,user,mtwid,consent1_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,sys_RespStatus,sys_DispositionCode,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,comments
189,665483307,A2OTEPSLQHLUYV,9/17/12 20:26,9/17/12 20:38,742,600,197,3f2jk9,NA,NA,1,1,3,2,1,3,7,Town and Country,3,4,8,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,1,2,2,2,1,2,3,3,2,2,2,3,5,4,5,3,2,4,1,3,3,2,1,0,0,0,0,1,2,3,0,0,3,1,3,6,2,1,0,3,0,0,0,0,0,0,2,7,22,4,2,5,1,2,9,28645,2,4,2,5,NA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows XP) AppleWebKit/537.1 (KHTML, like Gecko",99.112.74.106,1,interesting survey
190,573024645,A3LN27K7LY1CJT,9/17/12 19:06,9/17/12 19:16,601,592,189,3f2jk9,NA,NA,1,1,1,3,1,5,8,Focus,3,1,1,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,3,1,2,1,1,2,1,3,3,5,1,3,3,1,2,1,1,5,5,1,0,0,0,0,1,2,3,4,0,1,1,6,6,6,0,0,3,0,0,0,0,0,0,3,20,19,3,5,6,1,3,46,7432,4,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0,Firefox 16.0,Windows NT 6.1,149.151.75.159,1,
191,632191920,A210E5JS7QKI0O,9/17/12 19:02,9/17/12 19:15,741,590,187,3f2jk9,NA,NA,1,1,2,4,3,2,10,Civic,3,8,9,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,3,2,2,1,2,2,2,2,2,1,4,3,5,4,1,3,2,3,3,3,1,2,0,0,0,1,2,0,0,0,2,7,5,6,7,0,0,0,0,0,0,0,0,0,1,10,21,3,4,6,1,2,46,29349,4,1,3,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,66.191.165.139,1,
192,615902387,A1M8A8A1DPKIF8,9/17/12 21:30,9/17/12 21:37,415,609,206,3f2jk9,NA,NA,1,1,1,3,1,5,NA,,2,5,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,2,3,3,1,1,1,3,1,2,3,5,4,4,3,1,4,4,1,4,3,1,0,0,0,0,1,2,3,0,0,3,1,5,1,1,1,0,3,0,0,0,0,0,0,2,5,6,7,4,7,1,4,53,18302,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,70.44.235.21,1,
193,609750662,A2HQUJBCDLNJ4I,9/17/12 19:13,9/17/12 19:55,2494,594,191,3f2jk9,NA,NA,1,1,3,3,1,5,21,Camry,2,1,4,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,1,1,1,2,1,3,2,2,3,3,4,3,5,4,1,3,3,3,4,5,1,2,0,0,0,1,2,3,4,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,1,21,10,3,5,6,3,1,30,85710,6,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,75.248.58.197,1,
194,269955196,A2J65GPWPNGW5A,9/17/12 22:41,9/17/12 22:48,441,611,208,3f2jk9,NA,NA,1,1,1,3,1,5,1,,1,1,1,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,1,3,1,1,1,1,2,1,3,3,3,5,4,5,5,2,3,2,2,4,4,1,2,3,4,0,1,2,0,0,0,2,2,1,2,2,1,2,3,0,5,6,0,0,0,2,10,21,22,4,5,1,1,46,60606,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,38.104.102.198,1,
195,412355256,AXQ0ZDJ4VOVYK,9/18/12 14:02,9/18/12 14:15,794,676,253,3f2jk9,NA,NA,1,1,1,2,3,4,NA,,2,1,1,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,3,2,2,2,3,2,2,2,1,1,3,1,5,1,4,4,1,2,1,1,4,4,1,0,0,0,0,1,2,3,4,0,2,1,5,2,1,0,0,0,0,0,0,0,0,9,1,6,2,15,1,9,1,2,44,8731,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",68.37.73.1,1,
196,759654522,AAUKM05NJKNTX,9/18/12 16:28,9/18/12 16:38,600,683,260,3f2jk9,NA,NA,1,1,3,2,3,4,21,Highlander,3,5,7,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,1,1,1,2,3,1,2,3,3,3,3,4,4,5,4,2,4,3,4,5,5,1,2,0,0,0,0,2,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,8,0,1,22,3,2,4,3,2,2,49,80012,5,1,3,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.79 Safari/537.1",Chrome 21.0.1180.79,Macintosh,65.128.40.115,1,
197,806435983,A22LZ62E0UC4VL,9/18/12 7:29,9/18/12 7:37,485,661,238,3f2jk9,NA,NA,1,1,1,2,1,3,NA,,1,1,10,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,3,1,1,2,2,1,2,5,3,3,4,2,5,5,4,5,5,1,2,0,0,0,1,2,3,4,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,21,10,17,2,8,1,1,43,91502,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,99.8.137.98,1,This was a very interesting survey.  Thank you!
198,463383838,A2ZCHSXMTYY1VU,9/18/12 15:48,9/18/12 15:55,412,682,259,3f2jk9,NA,NA,1,1,2,4,1,1,9,Grand Prix,2,2,4,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,3,2,3,3,1,2,2,3,3,3,4,2,2,2,2,3,4,3,2,2,1,2,0,0,0,1,2,3,4,0,1,2,1,1,1,0,2,0,0,0,0,0,0,0,2,2,3,15,3,3,1,1,49,58203,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",134.129.220.194,1,
199,988195590,A17CVPSS6FF2LB,9/18/12 4:26,9/18/12 4:35,548,636,223,3f2jk9,NA,NA,1,1,3,3,1,5,21,Corolla CE,3,4,5,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,3,1,1,3,1,1,2,3,3,1,3,4,3,4,4,1,4,3,3,3,3,1,0,0,0,0,1,2,3,0,0,1,1,3,1,3,0,0,3,0,0,0,0,0,0,2,21,8,11,2,10,1,1,39,24502,6,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,24.49.14.143,1,
200,983349574,A1TP5CHNXOY2JK,9/18/12 7:09,9/18/12 7:14,302,660,237,3f2jk9,NA,NA,1,1,2,1,3,2,10,2012,3,5,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,3,2,1,1,1,2,3,3,1,2,1,5,4,4,5,5,4,5,5,4,4,0,2,0,0,0,0,0,0,4,0,6,5,6,5,6,0,0,0,0,0,0,7,0,0,1,10,3,16,1,4,1,7,39,79512,4,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,119.158.74.18,1,nice survey for cars
201,113301845,A3AJGN3T9BAWVX,9/18/12 14:49,9/18/12 14:58,513,679,256,3f2jk9,NA,NA,1,1,3,2,1,3,22,Jetta,2,4,9,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,1,2,3,1,1,2,1,2,3,3,3,1,5,2,5,5,1,5,3,2,5,5,1,0,0,0,0,1,2,3,0,0,2,7,3,6,7,1,0,0,0,0,0,7,0,0,2,14,22,19,4,12,1,3,47,56301,4,1,3,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,70.39.176.60,1,
202,736881512,A14CCGEIGL3EE3,9/18/12 7:33,9/18/12 7:58,1495,662,239,3f2jk9,NA,NA,1,1,3,3,3,6,3,316,2,4,5,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,1,3,1,3,2,2,3,3,2,3,4,4,4,5,5,5,5,4,5,5,1,0,0,0,0,1,0,0,0,0,3,3,3,3,3,1,0,0,0,0,0,0,0,0,3,3,2,15,5,5,2,2,17,60067,3,5,2,5,NA,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows XP,178.167.215.176,1,
203,150132675,A3NCTYR70IKXGO,9/18/12 12:38,9/18/12 12:53,897,672,249,3f2jk9,NA,NA,1,1,3,3,1,5,24,Montego,2,9,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,1,1,2,3,3,3,3,3,3,3,2,4,1,5,5,1,4,4,3,4,4,0,0,0,0,5,1,2,3,4,0,1,6,6,1,6,0,0,3,0,0,0,0,0,0,3,19,17,6,4,4,1,1,41,1254,1,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,71.123.120.179,1,
204,319508350,AX8ZW1D588S9J,9/18/12 14:18,9/18/12 14:33,876,678,255,3f2jk9,NA,NA,1,1,3,3,1,5,4,Century Custom,2,3,5,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,3,1,3,3,1,1,3,1,2,1,3,5,5,5,5,4,3,1,1,5,5,1,2,0,0,0,1,2,3,4,0,1,1,1,6,1,0,0,0,4,0,0,7,0,0,2,21,10,15,2,6,1,3,35,53212,5,2,2,5,NA,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.289 Version/12.02,Opera 9.80,Windows NT 6.1,24.197.235.86,1,My decisions were based on driving 3 hours twice a week out of town for work.
205,498730965,AIIR1E0U1VPVE,9/18/12 12:57,9/18/12 13:06,520,673,250,3f2jk9,NA,NA,1,1,2,4,1,1,8,Fiesta,2,5,5,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,3,2,2,1,3,1,3,3,2,2,2,5,4,4,5,1,4,2,2,5,NA,1,2,0,0,0,1,2,3,4,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,3,24,19,8,4,5,1,3,42,28804,3,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,68.115.231.138,1,
206,452972978,A3RKKQ8KKE0H9F,9/18/12 13:50,9/18/12 14:01,657,675,252,3f2jk9,NA,NA,1,1,1,3,1,5,NA,,1,2,10,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,3,2,3,3,3,2,2,3,3,1,2,5,3,4,3,1,3,4,3,4,4,1,0,0,0,0,0,2,3,4,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,3,2,23,22,1,1,1,1,49,6269,3,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,67.221.95.20,1,
207,294039845,A3U9GM25ULBJ6Z,9/18/12 6:47,9/18/12 6:56,522,645,232,3f2jk9,NA,NA,1,1,1,2,1,3,6,Tracker,2,3,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,1,1,3,2,3,3,3,3,3,2,5,4,5,3,3,4,4,3,3,5,1,0,0,0,0,1,2,3,4,0,1,6,1,1,1,0,0,0,0,0,0,0,0,0,3,22,8,24,5,2,2,4,51,49508,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,68.40.75.214,1,I can has free car?
208,175814123,A1OCLUOO0YJOA2,9/18/12 4:37,9/18/12 4:59,1302,638,225,3f2jk9,NA,NA,1,1,2,3,1,1,8,Crown Victoria,3,2,1,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,2,2,1,2,3,2,2,2,3,1,5,2,5,5,1,5,5,3,4,4,1,0,0,0,0,1,2,3,0,0,3,1,2,6,2,1,0,0,0,0,0,0,0,0,2,5,7,8,3,7,1,2,45,77550,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows Vista) AppleWebKit/537.1 (KHTML, like Gecko",99.163.124.71,1,"Good survey! I mostly drive in the city, and would be interested in being able to drive around on electricity. I also take vehicle range into consideration. Although I do not usually drive far, I would like to know that my vehicle could. This would mean I would consider electric only with the fast charge feature. I would only get this if the fast charge stations were as common as gas stations. Since they are not, I prefer a hybrid with a decent battery range that can be extended by a gasoline engine. Although upkeep and reliability would have to be as good as conventional."
209,110379186,A1YP4TMMHT3PQQ,9/18/12 5:21,9/18/12 5:30,535,642,229,3f2jk9,NA,NA,1,1,3,3,1,5,10,civic,4,5,2,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,1,2,2,2,2,3,3,3,3,2,5,1,5,5,2,4,4,4,4,5,1,2,0,0,0,1,2,3,4,0,4,1,2,2,1,1,0,3,4,0,0,0,0,0,3,10,12,17,5,2,2,4,46,92301,4,1,1,5,NA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Mac OS X 10.6,75.140.30.238,1,
210,896591510,A2QOF0961YPJCQ,9/18/12 5:40,9/18/12 5:56,982,643,230,3f2jk9,NA,NA,1,1,3,2,1,3,NA,,1,11,11,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,3,1,3,3,3,2,2,1,2,3,2,5,4,4,5,3,4,4,2,3,3,0,2,3,0,0,0,2,3,4,0,3,2,3,3,2,0,0,0,0,0,6,0,0,0,3,17,2,15,4,5,1,1,47,97128,4,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,50.45.188.101,1,
211,329056457,A3HOU7C1FRGTXI,9/18/12 11:47,9/18/12 12:09,1320,667,244,3f2jk9,NA,NA,1,1,2,2,1,1,10,civic,3,9,9,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,2,2,1,3,3,3,2,1,2,5,1,4,4,1,5,5,4,4,4,1,2,0,0,0,1,0,3,0,0,3,7,4,1,7,1,0,3,0,0,0,0,0,0,2,10,21,8,3,7,1,2,6,34429,5,5,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,71.49.10.188,1,great survey
212,469618672,A1LX59PYB296NU,9/18/12 15:34,9/18/12 15:40,360,680,257,3f2jk9,NA,NA,1,1,3,2,1,3,11,Accent,3,5,4,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,2,1,1,3,2,2,1,2,2,2,3,5,5,5,4,1,5,2,3,4,5,1,2,0,0,0,1,2,3,4,0,2,2,2,4,4,0,0,3,0,0,0,0,0,0,2,10,21,20,5,5,2,2,41,87401,4,1,3,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,206.123.216.111,1,
213,116640960,A3FZAM5A6MYQF7,9/18/12 12:11,9/18/12 12:22,613,670,247,3f2jk9,NA,NA,1,1,2,2,3,2,10,Civic,3,3,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,3,1,2,3,2,1,3,3,3,3,1,5,4,5,5,1,3,2,3,4,4,1,2,0,0,0,1,2,3,4,0,2,1,4,5,5,1,0,3,0,0,0,0,0,0,3,6,9,10,3,1,2,5,42,17036,4,3,3,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,174.59.255.196,1,Great survey! Actually gave me some things to think about when we go to purchase a new car next year.
214,781315339,A3VJKUUG8ZLMCG,9/18/12 11:30,9/18/12 11:45,939,666,243,3f2jk9,NA,NA,1,1,3,2,1,3,10,crv,2,2,1,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,1,2,1,2,2,2,1,2,2,2,3,5,3,5,5,4,2,1,3,5,4,1,2,0,0,0,1,2,3,4,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,3,10,21,22,3,5,1,2,38,15212,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,216.164.50.197,1,
215,437475899,AB6DPOGIP131,9/18/12 12:22,9/18/12 12:32,568,671,248,3f2jk9,NA,NA,1,1,2,3,1,1,8,Fusion,2,2,4,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,3,2,1,3,2,1,1,1,1,3,3,2,1,4,4,1,5,2,2,4,4,1,2,0,0,0,1,2,3,4,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,16,17,8,1,6,2,2,49,88101,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,75.111.112.72,1,Very interesting and lots of fun.
216,612331555,A2A8G54Z21Y2UQ,9/18/12 11:59,9/18/12 12:14,849,669,246,3f2jk9,NA,NA,1,1,1,2,3,4,8,Escort,3,1,2,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,1,3,1,3,3,1,1,1,1,2,2,5,4,5,3,1,2,2,4,4,5,1,0,0,0,0,1,2,0,0,0,1,1,2,2,6,0,0,0,0,0,0,0,0,0,3,8,6,12,1,5,1,3,41,18032,5,1,3,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,216.164.11.61,1,
217,508120411,A1MDHE4VX62YCU,9/18/12 13:39,9/18/12 13:50,686,674,251,3f2jk9,NA,NA,1,1,2,3,1,1,8,F150,3,3,4,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,2,1,3,2,1,1,1,3,1,3,5,3,4,4,2,4,2,2,5,5,1,2,0,0,0,1,2,3,4,0,1,1,2,2,1,0,0,0,0,0,6,7,0,0,1,21,10,22,4,5,1,2,40,33603,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows XP) AppleWebKit/537.1 (KHTML, like Gecko",67.78.21.154,1,
218,999995268,AHY3YAYJLTW32,9/18/12 10:53,9/18/12 11:04,713,665,242,3f2jk9,NA,NA,1,1,3,2,1,3,7,300c,3,3,10,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,3,3,3,1,1,2,2,2,2,3,5,4,5,5,1,5,5,3,4,3,1,2,0,0,0,1,2,3,0,0,3,1,3,3,1,1,0,0,0,0,0,0,0,0,3,15,7,8,3,7,1,2,43,48198,5,1,3,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,98.250.175.252,1,thanks
219,814602117,A25PDHMICZ50UO,9/18/12 6:02,9/18/12 6:30,1716,644,231,3f2jk9,NA,NA,1,1,2,3,1,1,10,Accord,3,6,5,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,1,3,2,3,2,3,1,3,3,3,2,4,3,5,5,1,5,4,3,5,5,1,2,0,4,0,1,2,3,0,0,3,6,3,6,6,0,0,0,0,5,0,7,8,9,1,3,15,19,4,11,1,4,48,97080,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",50.43.18.76,1,
